date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:23:18	174760/174760	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:17%20GMT	https://asparagus.ae/ar/menu/smoothies/super-fuel	asparagus.ae/ar/menu/smoothies/super-fuel.html	(from https://asparagus.ae/ar/menu/smoothies/banana-protein-milkshake)
03:23:19	329890/329890	---M--	200	added ('OK')	image/jpeg	etag:%22630ccb08-508a2%22	https://asparagus.ae/storage/system/items/SVJ5wYBOmhuEDGVlcc7ThlPHpzVt4Ip3ECByGLJM.jpg	asparagus.ae/storage/system/items/SVJ5wYBOmhuEDGVlcc7ThlPHpzVt4Ip3ECByGLJM.jpg	(from https://asparagus.ae/ar/menu/smoothies/banana-protein-milkshake)
03:23:20	174773/174773	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:19%20GMT	https://asparagus.ae/ar/menu/smoothies/coco-colada	asparagus.ae/ar/menu/smoothies/coco-colada.html	(from https://asparagus.ae/ar/menu/smoothies/banana-protein-milkshake)
03:23:21	258772/258772	---M--	200	added ('OK')	image/jpeg	etag:%22630cd15f-3f2d4%22	https://asparagus.ae/storage/system/items/xzK49lpqqiEUnBDM2s0QEqk9KvnM0xFTHHF2UuFG.jpg	asparagus.ae/storage/system/items/xzK49lpqqiEUnBDM2s0QEqk9KvnM0xFTHHF2UuFG.jpg	(from https://asparagus.ae/ar/menu/smoothies/banana-protein-milkshake)
03:23:22	174934/174934	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:21%20GMT	https://asparagus.ae/ar/menu/smoothies/mango-madness	asparagus.ae/ar/menu/smoothies/mango-madness.html	(from https://asparagus.ae/ar/menu/smoothies/banana-protein-milkshake)
03:23:23	289987/289987	---M--	200	added ('OK')	image/jpeg	etag:%22630cce08-46cc3%22	https://asparagus.ae/storage/system/items/6pWphJng4MzulkhfUVxOFAGTCUilRi08BEdfnmW0.jpg	asparagus.ae/storage/system/items/6pWphJng4MzulkhfUVxOFAGTCUilRi08BEdfnmW0.jpg	(from https://asparagus.ae/ar/menu/smoothies/banana-protein-milkshake)
03:23:24	174804/174804	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:23%20GMT	https://asparagus.ae/ar/menu/smoothies/summer-punch	asparagus.ae/ar/menu/smoothies/summer-punch.html	(from https://asparagus.ae/ar/menu/smoothies/banana-protein-milkshake)
03:23:25	320993/320993	---M--	200	added ('OK')	image/jpeg	etag:%22630cccb2-4e5e1%22	https://asparagus.ae/storage/system/items/mLERMWlykaUrqb2YsCRW2vs26p6bBLaBYqA7l9x0.jpg	asparagus.ae/storage/system/items/mLERMWlykaUrqb2YsCRW2vs26p6bBLaBYqA7l9x0.jpg	(from https://asparagus.ae/ar/menu/smoothies/banana-protein-milkshake)
03:23:26	174938/174938	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:25%20GMT	https://asparagus.ae/ar/menu/smoothies/strawberry-split	asparagus.ae/ar/menu/smoothies/strawberry-split.html	(from https://asparagus.ae/ar/menu/smoothies/banana-protein-milkshake)
03:23:27	298335/298335	---M--	200	added ('OK')	image/jpeg	etag:%22630cc731-48d5f%22	https://asparagus.ae/storage/system/items/r0F5ejFNw6BimkiQLyR2Si0VmfHeER7nuzTJABNr.jpg	asparagus.ae/storage/system/items/r0F5ejFNw6BimkiQLyR2Si0VmfHeER7nuzTJABNr.jpg	(from https://asparagus.ae/ar/menu/smoothies/banana-protein-milkshake)
03:23:28	174714/174714	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:27%20GMT	https://asparagus.ae/ar/menu/smoothies/berry-bust	asparagus.ae/ar/menu/smoothies/berry-bust.html	(from https://asparagus.ae/ar/menu/smoothies/banana-protein-milkshake)
03:23:29	328272/328272	---M--	200	added ('OK')	image/jpeg	etag:%22630cd050-50250%22	https://asparagus.ae/storage/system/items/nifEii8H4GrFupsxOrkoFfbotSvhPuTiHp45fsxM.jpg	asparagus.ae/storage/system/items/nifEii8H4GrFupsxOrkoFfbotSvhPuTiHp45fsxM.jpg	(from https://asparagus.ae/ar/menu/smoothies/banana-protein-milkshake)
03:23:30	175124/175124	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:29%20GMT	https://asparagus.ae/ar/menu/smoothies/vanilla-protein-milkshake	asparagus.ae/ar/menu/smoothies/vanilla-protein-milkshake.html	(from https://asparagus.ae/ar/menu/smoothies/banana-protein-milkshake)
03:23:30	69221/69221	---M--	200	added ('OK')	image/jpeg	etag:%2262cf0836-10e65%22	https://asparagus.ae/storage/system/items/h5Nie6dYpvSsWpMNOfT9zzkJVpdR2DrndSeWZPUP.jpg	asparagus.ae/storage/system/items/h5Nie6dYpvSsWpMNOfT9zzkJVpdR2DrndSeWZPUP.jpg	(from https://asparagus.ae/ar/menu/smoothies/banana-protein-milkshake)
03:23:32	192103/192103	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:31%20GMT	https://asparagus.ae/en/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich	asparagus.ae/en/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich.html	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:33	177905/177905	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:32%20GMT	https://asparagus.ae/ar/menu/burger-and-sandwiches/asparagus-beef-burger	asparagus.ae/ar/menu/burger-and-sandwiches/asparagus-beef-burger.html	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:34	278612/278612	---M--	200	added ('OK')	image/jpeg	etag:%2262fa66b7-44054%22	https://asparagus.ae/storage/system/items/QissK4yPsJs6yRvzR9UIdkfLtNVpuZO9chqFp1bx.jpg	asparagus.ae/storage/system/items/QissK4yPsJs6yRvzR9UIdkfLtNVpuZO9chqFp1bx.jpg	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:35	177219/177219	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:34%20GMT	https://asparagus.ae/ar/menu/burger-and-sandwiches/traditional-chicken-shawarma	asparagus.ae/ar/menu/burger-and-sandwiches/traditional-chicken-shawarma.html	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:36	195946/195946	---M--	200	added ('OK')	image/jpeg	etag:%2262fbcce3-2fd6a%22	https://asparagus.ae/storage/system/items/8NCYUpgKT5nk6HrltOjzNPmxfznaXznJ4LFIfrDP.jpg	asparagus.ae/storage/system/items/8NCYUpgKT5nk6HrltOjzNPmxfznaXznJ4LFIfrDP.jpg	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:37	177033/177033	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:36%20GMT	https://asparagus.ae/ar/menu/burger-and-sandwiches/halloumi-sandwich	asparagus.ae/ar/menu/burger-and-sandwiches/halloumi-sandwich.html	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:38	191022/191022	---M--	200	added ('OK')	image/jpeg	etag:%2262fcbbe8-2ea2e%22	https://asparagus.ae/storage/system/items/HfZSuH2unYfYYHMil6BG0EgO9o4icllOi9tKbIZl.jpg	asparagus.ae/storage/system/items/HfZSuH2unYfYYHMil6BG0EgO9o4icllOi9tKbIZl.jpg	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:39	176905/176905	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:38%20GMT	https://asparagus.ae/ar/menu/burger-and-sandwiches/roasted-beef-tortilla	asparagus.ae/ar/menu/burger-and-sandwiches/roasted-beef-tortilla.html	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:40	544052/544052	---M--	200	added ('OK')	image/jpeg	etag:%22630cfc33-84d34%22	https://asparagus.ae/storage/system/items/YJVCm0ml4cPkCqNAaw3uFGwuGA5sbshQchOvPFN1.jpg	asparagus.ae/storage/system/items/YJVCm0ml4cPkCqNAaw3uFGwuGA5sbshQchOvPFN1.jpg	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:41	177445/177445	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:40%20GMT	https://asparagus.ae/ar/menu/burger-and-sandwiches/chicken-quesadilla	asparagus.ae/ar/menu/burger-and-sandwiches/chicken-quesadilla.html	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:42	226171/226171	---M--	200	added ('OK')	image/jpeg	etag:%2262fb9c13-3737b%22	https://asparagus.ae/storage/system/items/ZSrRw2Q1mxK6uK1Le40ZaX107YRfnMGetnOXwZiJ.jpg	asparagus.ae/storage/system/items/ZSrRw2Q1mxK6uK1Le40ZaX107YRfnMGetnOXwZiJ.jpg	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:43	177317/177317	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:42%20GMT	https://asparagus.ae/ar/menu/burger-and-sandwiches/tuna-wrap	asparagus.ae/ar/menu/burger-and-sandwiches/tuna-wrap.html	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:44	200019/200019	---M--	200	added ('OK')	image/jpeg	etag:%2262fbd5df-30d53%22	https://asparagus.ae/storage/system/items/yYFfuQ7AgxdylWP92KLXxZJWzJNQHUOpJajEBOMl.jpg	asparagus.ae/storage/system/items/yYFfuQ7AgxdylWP92KLXxZJWzJNQHUOpJajEBOMl.jpg	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:45	178053/178053	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:44%20GMT	https://asparagus.ae/ar/menu/burger-and-sandwiches/guacamole-chicken-burger	asparagus.ae/ar/menu/burger-and-sandwiches/guacamole-chicken-burger.html	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:46	190117/190117	---M--	200	added ('OK')	image/jpeg	etag:%2262fa6ccb-2e6a5%22	https://asparagus.ae/storage/system/items/8JrIdzBSFO3dLPJB01ckE7y0G91hP371aT6y2FSg.jpg	asparagus.ae/storage/system/items/8JrIdzBSFO3dLPJB01ckE7y0G91hP371aT6y2FSg.jpg	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:47	178049/178049	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:46%20GMT	https://asparagus.ae/ar/menu/burger-and-sandwiches/tenderloin-beef-burger-in-sweet-potato-bun	asparagus.ae/ar/menu/burger-and-sandwiches/tenderloin-beef-burger-in-sweet-potato-bun.html	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:48	280608/280608	---M--	200	added ('OK')	image/jpeg	etag:%226447d3cd-44820%22	https://asparagus.ae/storage/system/items/SIh2qLtiv06sS1euHonVt7c0fbXwVdtW1122gJFH.jpg	asparagus.ae/storage/system/items/SIh2qLtiv06sS1euHonVt7c0fbXwVdtW1122gJFH.jpg	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:49	178064/178064	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:48%20GMT	https://asparagus.ae/ar/menu/burger-and-sandwiches/smoked-chicken-wrap	asparagus.ae/ar/menu/burger-and-sandwiches/smoked-chicken-wrap.html	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:50	168961/168961	---M--	200	added ('OK')	image/jpeg	etag:%2262fa43e4-29401%22	https://asparagus.ae/storage/system/items/asvz0aOfJcCzosGRLcBsUivcvozHMwlNiQO1nWq7.jpg	asparagus.ae/storage/system/items/asvz0aOfJcCzosGRLcBsUivcvozHMwlNiQO1nWq7.jpg	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:51	175951/175951	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:50%20GMT	https://asparagus.ae/ar/menu/burger-and-sandwiches/shawarma-manakeesh	asparagus.ae/ar/menu/burger-and-sandwiches/shawarma-manakeesh.html	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:52	336714/336714	---M--	200	added ('OK')	image/jpeg	etag:%2263a3464c-5234a%22	https://asparagus.ae/storage/system/items/klXvC5ZEsMn0GEXyG0CqPajWnoLxhn35gxXfFxkR.jpg	asparagus.ae/storage/system/items/klXvC5ZEsMn0GEXyG0CqPajWnoLxhn35gxXfFxkR.jpg	(from https://asparagus.ae/ar/menu/burger-and-sandwiches/cheese-on-egg-white-sandwich)
03:23:53	194317/194317	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:52%20GMT	https://asparagus.ae/en/menu/main-course/lentil-rice-with-crispy-sliced-chicken	asparagus.ae/en/menu/main-course/lentil-rice-with-crispy-sliced-chicken.html	(from https://asparagus.ae/ar/menu/main-course/lentil-rice-with-crispy-sliced-chicken)
03:23:54	177511/177511	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:53%20GMT	https://asparagus.ae/ar/menu/main-course/beef-kebab	asparagus.ae/ar/menu/main-course/beef-kebab.html	(from https://asparagus.ae/ar/menu/main-course/lentil-rice-with-crispy-sliced-chicken)
03:23:55	188551/188551	---M--	200	added ('OK')	image/jpeg	etag:%2262740b82-2e087%22	https://asparagus.ae/storage/system/items/oe2rR26Ezfb5Wzo0LgbPBMCgCeuEsZNAYuPvvpwI.jpg	asparagus.ae/storage/system/items/oe2rR26Ezfb5Wzo0LgbPBMCgCeuEsZNAYuPvvpwI.jpg	(from https://asparagus.ae/ar/menu/main-course/lentil-rice-with-crispy-sliced-chicken)
03:23:56	178161/178161	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:55%20GMT	https://asparagus.ae/ar/menu/main-course/lamb-mandi	asparagus.ae/ar/menu/main-course/lamb-mandi.html	(from https://asparagus.ae/ar/menu/main-course/lentil-rice-with-crispy-sliced-chicken)
03:23:57	261119/261119	---M--	200	added ('OK')	image/jpeg	etag:%2262723a6a-3fbff%22	https://asparagus.ae/storage/system/items/R93bMSaf0F1pL1UlrmxFsX2wlbdppOQ5zg3S5Mdy.jpg	asparagus.ae/storage/system/items/R93bMSaf0F1pL1UlrmxFsX2wlbdppOQ5zg3S5Mdy.jpg	(from https://asparagus.ae/ar/menu/main-course/lentil-rice-with-crispy-sliced-chicken)
03:23:58	176477/176477	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:57%20GMT	https://asparagus.ae/ar/menu/main-course/asparagus-special-noodles	asparagus.ae/ar/menu/main-course/asparagus-special-noodles.html	(from https://asparagus.ae/ar/menu/main-course/lentil-rice-with-crispy-sliced-chicken)
03:23:59	261848/261848	---M--	200	added ('OK')	image/jpeg	etag:%226447d70e-3fed8%22	https://asparagus.ae/storage/system/items/A73A540PMEqQKbjjDykuNYKKWMDhz1OFCb1jQD88.jpg	asparagus.ae/storage/system/items/A73A540PMEqQKbjjDykuNYKKWMDhz1OFCb1jQD88.jpg	(from https://asparagus.ae/ar/menu/main-course/lentil-rice-with-crispy-sliced-chicken)
03:24:00	178610/178610	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:23:59%20GMT	https://asparagus.ae/ar/menu/main-course/chicken-kabsa	asparagus.ae/ar/menu/main-course/chicken-kabsa.html	(from https://asparagus.ae/ar/menu/main-course/lentil-rice-with-crispy-sliced-chicken)
03:24:01	293676/293676	---M--	200	added ('OK')	image/jpeg	etag:%226273a4e8-47b2c%22	https://asparagus.ae/storage/system/items/8PXyUrpPY6QQwhTPjv2z8Bgudm3vqHik592gUUV7.jpg	asparagus.ae/storage/system/items/8PXyUrpPY6QQwhTPjv2z8Bgudm3vqHik592gUUV7.jpg	(from https://asparagus.ae/ar/menu/main-course/lentil-rice-with-crispy-sliced-chicken)
03:24:02	177274/177274	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:01%20GMT	https://asparagus.ae/ar/menu/main-course/chicken-curry-rice	asparagus.ae/ar/menu/main-course/chicken-curry-rice.html	(from https://asparagus.ae/ar/menu/main-course/lentil-rice-with-crispy-sliced-chicken)
03:24:03	231266/231266	---M--	200	added ('OK')	image/jpeg	etag:%2262723111-38762%22	https://asparagus.ae/storage/system/items/N1T0ylL1JH4AoVX6NuBDPN4CDGNETvYBYDEXETp7.jpg	asparagus.ae/storage/system/items/N1T0ylL1JH4AoVX6NuBDPN4CDGNETvYBYDEXETp7.jpg	(from https://asparagus.ae/ar/menu/main-course/lentil-rice-with-crispy-sliced-chicken)
03:24:04	178842/178842	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:03%20GMT	https://asparagus.ae/ar/menu/main-course/beef-pallow	asparagus.ae/ar/menu/main-course/beef-pallow.html	(from https://asparagus.ae/ar/menu/main-course/lentil-rice-with-crispy-sliced-chicken)
03:24:05	255971/255971	---M--	200	added ('OK')	image/jpeg	etag:%22626daa5a-3e7e3%22	https://asparagus.ae/storage/system/items/MtbdYwGGrUfIVS8bhCgyg0IpMoW01GYtdhly1d3i.jpg	asparagus.ae/storage/system/items/MtbdYwGGrUfIVS8bhCgyg0IpMoW01GYtdhly1d3i.jpg	(from https://asparagus.ae/ar/menu/main-course/lentil-rice-with-crispy-sliced-chicken)
03:24:06	193186/193186	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:05%20GMT	https://asparagus.ae/en/menu/main-course/bukheri-chicken-kebab	asparagus.ae/en/menu/main-course/bukheri-chicken-kebab.html	(from https://asparagus.ae/ar/menu/main-course/bukheri-chicken-kebab)
03:24:07	178136/178136	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:06%20GMT	https://asparagus.ae/ar/menu/main-course/asparagus-chicken-mulukhiya	asparagus.ae/ar/menu/main-course/asparagus-chicken-mulukhiya.html	(from https://asparagus.ae/ar/menu/main-course/bukheri-chicken-kebab)
03:24:08	323626/323626	---M--	200	added ('OK')	image/jpeg	etag:%22627360a6-4f02a%22	https://asparagus.ae/storage/system/items/Ldb2tdzICfIn1ANMXbNXPQ3rpst77lJTCahypk5J.jpg	asparagus.ae/storage/system/items/Ldb2tdzICfIn1ANMXbNXPQ3rpst77lJTCahypk5J.jpg	(from https://asparagus.ae/ar/menu/main-course/bukheri-chicken-kebab)
03:24:09	176697/176697	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:08%20GMT	https://asparagus.ae/ar/menu/main-course/chicken-charcoal	asparagus.ae/ar/menu/main-course/chicken-charcoal.html	(from https://asparagus.ae/ar/menu/main-course/bukheri-chicken-kebab)
03:24:10	434619/434619	---M--	200	added ('OK')	image/jpeg	etag:%2263a44241-6a1bb%22	https://asparagus.ae/storage/system/items/qurUz4RYh4fmx1UKuwEltLx3ByotjT4tlN1Zbaf0.jpg	asparagus.ae/storage/system/items/qurUz4RYh4fmx1UKuwEltLx3ByotjT4tlN1Zbaf0.jpg	(from https://asparagus.ae/ar/menu/main-course/bukheri-chicken-kebab)
03:24:11	175942/175942	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:10%20GMT	https://asparagus.ae/ar/menu/main-course/zucchini-chicken-balls	asparagus.ae/ar/menu/main-course/zucchini-chicken-balls.html	(from https://asparagus.ae/ar/menu/main-course/bukheri-chicken-kebab)
03:24:12	405732/405732	---M--	200	added ('OK')	image/jpeg	etag:%22630e4d3c-630e4%22	https://asparagus.ae/storage/system/items/HqBpcJjclviozzlLHNE1eUVx1riJG5hg6dyKu4kq.jpg	asparagus.ae/storage/system/items/HqBpcJjclviozzlLHNE1eUVx1riJG5hg6dyKu4kq.jpg	(from https://asparagus.ae/ar/menu/main-course/bukheri-chicken-kebab)
03:24:13	178594/178594	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:12%20GMT	https://asparagus.ae/ar/menu/main-course/asparagus-chicken-biryani	asparagus.ae/ar/menu/main-course/asparagus-chicken-biryani.html	(from https://asparagus.ae/ar/menu/main-course/bukheri-chicken-kebab)
03:24:14	297457/297457	---M--	200	added ('OK')	image/jpeg	etag:%22630cdd64-489f1%22	https://asparagus.ae/storage/system/items/U5nhc2G04RelyOVtaizWTq4LfZnul5hRZoEsYgwh.jpg	asparagus.ae/storage/system/items/U5nhc2G04RelyOVtaizWTq4LfZnul5hRZoEsYgwh.jpg	(from https://asparagus.ae/ar/menu/main-course/bukheri-chicken-kebab)
03:24:15	178918/178918	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:14%20GMT	https://asparagus.ae/ar/menu/main-course/meatballs-with-spinach-rice	asparagus.ae/ar/menu/main-course/meatballs-with-spinach-rice.html	(from https://asparagus.ae/ar/menu/main-course/bukheri-chicken-kebab)
03:24:16	204678/204678	---M--	200	added ('OK')	image/jpeg	etag:%22626da4e8-31f86%22	https://asparagus.ae/storage/system/items/VYCdvtpRN9AhZeNtC64VXfxX4aHZ3BWdxXEeuQcE.jpg	asparagus.ae/storage/system/items/VYCdvtpRN9AhZeNtC64VXfxX4aHZ3BWdxXEeuQcE.jpg	(from https://asparagus.ae/ar/menu/main-course/bukheri-chicken-kebab)
03:24:17	178523/178523	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:16%20GMT	https://asparagus.ae/ar/menu/main-course/shrimp-taco-with-tomato-rice	asparagus.ae/ar/menu/main-course/shrimp-taco-with-tomato-rice.html	(from https://asparagus.ae/ar/menu/main-course/bukheri-chicken-kebab)
03:24:18	189769/189769	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:17%20GMT	https://asparagus.ae/en/menu/smoothies/avocado-smoothie	asparagus.ae/en/menu/smoothies/avocado-smoothie.html	(from https://asparagus.ae/ar/menu/smoothies/avocado-smoothie)
03:24:19	175130/175130	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:18%20GMT	https://asparagus.ae/ar/menu/smoothies/brownie-protein-milkshake	asparagus.ae/ar/menu/smoothies/brownie-protein-milkshake.html	(from https://asparagus.ae/ar/menu/smoothies/avocado-smoothie)
03:24:20	70667/70667	---M--	200	added ('OK')	image/jpeg	etag:%2262cf0737-1140b%22	https://asparagus.ae/storage/system/items/oRbOvzredL6xwJszYL0VzK9bfjv2ooWYRKRQat3s.jpg	asparagus.ae/storage/system/items/oRbOvzredL6xwJszYL0VzK9bfjv2ooWYRKRQat3s.jpg	(from https://asparagus.ae/ar/menu/smoothies/avocado-smoothie)
03:24:21	175119/175119	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:20%20GMT	https://asparagus.ae/ar/menu/smoothies/the-hulk	asparagus.ae/ar/menu/smoothies/the-hulk.html	(from https://asparagus.ae/ar/menu/smoothies/avocado-smoothie)
03:24:22	327605/327605	---M--	200	added ('OK')	image/jpeg	etag:%22630cd32a-4ffb5%22	https://asparagus.ae/storage/system/items/9POpigSUhLJC5EXEe4sWz1sqBKAJZ3j6C8iPNG6e.jpg	asparagus.ae/storage/system/items/9POpigSUhLJC5EXEe4sWz1sqBKAJZ3j6C8iPNG6e.jpg	(from https://asparagus.ae/ar/menu/smoothies/avocado-smoothie)
03:24:23	191160/191160	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:22%20GMT	https://asparagus.ae/en/menu/snack/toasted-grilled-halloumi	asparagus.ae/en/menu/snack/toasted-grilled-halloumi.html	(from https://asparagus.ae/ar/menu/snack/toasted-grilled-halloumi)
03:24:24	176672/176672	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:23%20GMT	https://asparagus.ae/ar/menu/snack/healthy-protein-cake	asparagus.ae/ar/menu/snack/healthy-protein-cake.html	(from https://asparagus.ae/ar/menu/snack/toasted-grilled-halloumi)
03:24:25	337358/337358	---M--	200	added ('OK')	image/jpeg	etag:%226277afe1-525ce%22	https://asparagus.ae/storage/system/items/Yju7kjvsq1AUqQRyfimDemJWqVMVbiQmHM2LRRc6.jpg	asparagus.ae/storage/system/items/Yju7kjvsq1AUqQRyfimDemJWqVMVbiQmHM2LRRc6.jpg	(from https://asparagus.ae/ar/menu/snack/toasted-grilled-halloumi)
03:24:26	176439/176439	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:25%20GMT	https://asparagus.ae/ar/menu/snack/chocolate-cheesecake	asparagus.ae/ar/menu/snack/chocolate-cheesecake.html	(from https://asparagus.ae/ar/menu/snack/toasted-grilled-halloumi)
03:24:27	424361/424361	---M--	200	added ('OK')	image/jpeg	etag:%226277a2a8-679a9%22	https://asparagus.ae/storage/system/items/4sIHZwhX2LUsoTrQXkayNKquzF1n8SMrGVzyLsB0.jpg	asparagus.ae/storage/system/items/4sIHZwhX2LUsoTrQXkayNKquzF1n8SMrGVzyLsB0.jpg	(from https://asparagus.ae/ar/menu/snack/toasted-grilled-halloumi)
03:24:28	175437/175437	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:27%20GMT	https://asparagus.ae/ar/menu/snack/cinnamon-roll	asparagus.ae/ar/menu/snack/cinnamon-roll.html	(from https://asparagus.ae/ar/menu/snack/toasted-grilled-halloumi)
03:24:29	369041/369041	---M--	200	added ('OK')	image/jpeg	etag:%2262fcd637-5a191%22	https://asparagus.ae/storage/system/items/6cJQ1MIq9tDLVLVMR5WNq02ksLdwLKY3rd1OWQWD.jpg	asparagus.ae/storage/system/items/6cJQ1MIq9tDLVLVMR5WNq02ksLdwLKY3rd1OWQWD.jpg	(from https://asparagus.ae/ar/menu/snack/toasted-grilled-halloumi)
03:24:30	176266/176266	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:29%20GMT	https://asparagus.ae/ar/menu/snack/coleslaw-chicken-finger	asparagus.ae/ar/menu/snack/coleslaw-chicken-finger.html	(from https://asparagus.ae/ar/menu/snack/toasted-grilled-halloumi)
03:24:31	280671/280671	---M--	200	added ('OK')	image/jpeg	etag:%2262778e25-4485f%22	https://asparagus.ae/storage/system/items/kwkP2RSY2fJv0YVSzTJnNnWqu6NiIESTfGKklhEg.jpg	asparagus.ae/storage/system/items/kwkP2RSY2fJv0YVSzTJnNnWqu6NiIESTfGKklhEg.jpg	(from https://asparagus.ae/ar/menu/snack/toasted-grilled-halloumi)
03:24:32	175620/175620	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20May%202023%2023:24:31%20GMT	https://asparagus.ae/ar/menu/snack/rice-pudding	asparagus.ae/ar/menu/snack/rice-pudding.html	(from https://asparagus.ae/ar/menu/snack/toasted-grilled-halloumi)
